Year,Month,Day,Hour,MUSG,SNRD,HARF,GENE,CASC
2018,7,3,7,686.85,288.1,469.325,290.825,128
2018,7,3,8,1149.6,260.075,879.125,244.25,1133
2018,7,3,9,898,405.45,428.55,912.55,2809
2018,7,3,10,1358.475,927.3,988.9,1171.375,5603
2018,7,3,11,2951.15,871.875,1727.7,1649.5,4115
2018,7,3,12,1245.1,513.275,826.075,1618.95,10489
2018,7,3,13,3602.5,385.075,1339.85,1971.7,12005
2018,7,3,14,3874.8,469.125,762.275,1643.4,7036
2018,7,3,15,3462,783.925,1236.375,1427.525,6120
2018,7,3,16,2183.075,749.575,714.6,1268.375,6344
2018,7,3,17,1811.3,500.3,658.0142857,694.2857143,8624
2018,7,3,18,442.075,141.6,193.925,212.075,11288
2018,7,3,19,48.15,19.925,50.425,36.825,9340
2018,7,3,20,0,0,0,0,5269
2018,7,3,21,0,0,0,0,1759
2018,7,3,22,0,0,0,0,212
2018,7,3,23,0,0,0,0,0
2018,7,4,0,0,0,0,0,0
2018,7,4,1,0,0,0,0,0
2018,7,4,2,0,0,0,0,0
2018,7,4,3,0,0,0,0,0
2018,7,4,4,2.95,0.025,0,0,0
2018,7,4,5,198,53.95,54.175,129.4,0
2018,7,4,6,581.1,182.825,235.175,318.75,8
2018,7,4,7,1785.125,452.75,434.55,839.95,157
2018,7,4,8,2338.05,348.275,984.375,1019.9,1179
2018,7,4,9,3387.6,617.525,1204.325,1421.975,3266
2018,7,4,10,2640.425,923.7285714,1520.475,1322.525,6513
2018,7,4,11,3978.875,1286.575,835.425,1567.525,11000
2018,7,4,12,3980.925,1057.025,1355.625,1966.775,15173
2018,7,4,13,3985.8,1618.577778,2001.9,1977.8,14377
2018,7,4,14,3949.975,1370.966667,1191.55,1931.825,15418
2018,7,4,15,3473.15,1138.7,1668.75,1673.75,16149
2018,7,4,16,2569.25,773.2,1030.125,1225.275,16728
2018,7,4,17,1485.285714,383.9428571,472.8428571,708.7571429,17621
2018,7,4,18,414.75,76.05555556,202.125,172.8,15213
2018,7,4,19,52.325,6.533333333,19.5,25.25,10700
2018,7,4,20,0,0,0,0,5328
2018,7,4,21,0,0,0,0,1178
2018,7,4,22,0,0,0,0,118
2018,7,4,23,0,0,0,0,0
2018,7,5,0,0,0,0,0,0
2018,7,5,1,0,0,0,0,0
2018,7,5,2,0,0,0,0,0
2018,7,5,3,0,0,0,0,0
2018,7,5,4,6.810714285,2.375,3.125,4.375,0
2018,7,5,5,165.8083333,47,57.325,91.325,0
2018,7,5,6,675.475,187.475,215.4,363.8,9
2018,7,5,7,1606.975,505.9,641.725,771.6,172
2018,7,5,8,2436.8,839.425,1078.675,1225.1,1174
2018,7,5,9,3319.85,1094.042857,1444.15,1477.525,4305
2018,7,5,10,3606.925,1298.725,1698.275,1704.325,9010
2018,7,5,11,3938.5,1399.1,1804.7,1843.325,13233
2018,7,5,12,3870.625,1434.5,1873.95,1881.55,16406
2018,7,5,13,3904.9,1368.6,1708.375,1845.525,17828
2018,7,5,14,3578.475,1209.2,1655.625,1546.425,17934
2018,7,5,15,2997.7,994.075,1399.275,1493.125,17943
2018,7,5,16,1766.9,673.9,1027.05,1032.525,17835
2018,7,5,17,1381.071429,314.3285714,605.7,476.9142857,16307
2018,7,5,18,309.675,79.76666667,141.075,151.725,13155
2018,7,5,19,46.6,8.05,11.35,31.55,9057
2018,7,5,20,0,0,0,0,4976
2018,7,5,21,0,0,0,0,1428
2018,7,5,22,0,0,0,0,78
2018,7,5,23,0,0,0,0,0
2018,7,6,0,0,0,0,0,0
2018,7,6,1,0,0,0,0,0
2018,7,6,2,0,0,0,0,0
2018,7,6,3,0,0,0,0,0
2018,7,6,4,0,0,0,0,0
2018,7,6,5,143.3,82.3,75.15,112.975,0
2018,7,6,6,602.575,316.7,373.25,319.575,5
2018,7,6,7,500.675,136,323.425,551.35,191
2018,7,6,8,1431.75,504.45,448.3,1204.725,1752
2018,7,6,9,2170.225,1190.7,866.575,1494,3838
2018,7,6,10,2084.2,685.6,1167.15,1027.425,3100
2018,7,6,11,2626.675,971.3,1010.55,1454.525,9160
2018,7,6,12,782.475,485.625,1512.825,302.575,15517
2018,7,6,13,2265.675,217.45,37.9,1961.3,11847
2018,7,6,14,2630.8,720.625,526.6,1349.375,14187
2018,7,6,15,1117.75,467.275,845.9,1631.5,9375
2018,7,6,16,999.725,385.6,146.4,470.25,4132
2018,7,6,17,1200.214286,409.3428571,698.9,539,8749
2018,7,6,18,420.575,88.3,294.325,239.05,7586
2018,7,6,19,103,17.875,29.125,44.8,6048
2018,7,6,20,0,0,0,0,5085
2018,7,6,21,0,0,0,0,1144
2018,7,6,22,0,0,0,0,156
2018,7,6,23,0,0,0,0,0
2018,7,7,0,0,0,0,0,0
2018,7,7,1,0,0,0,0,0
2018,7,7,2,0,0,0,0,0
2018,7,7,3,0,0,0,0,0
2018,7,7,4,0.675,2.125,0,0,0
2018,7,7,5,156.375,58.725,70.075,84.025,0
2018,7,7,6,531.975,280.8,267.025,56.2,10
2018,7,7,7,1208.775,414.725,553.975,571.875,226
2018,7,7,8,2587.6,828.825,1068.775,1054.875,1698
2018,7,7,9,2759.2,1026.9,1163.775,1368.175,4559
2018,7,7,10,3686.25,1068.475,1595.7,1526.225,6865
2018,7,7,11,3455.75,1109.6,1499.775,1408.725,13315
2018,7,7,12,3983.725,1173.25,1364.825,1967.9,15709
2018,7,7,13,3844.425,1386.1,1641.1,1886.45,13188
2018,7,7,14,3777.25,1215.875,1452.275,1910.1,16275
2018,7,7,15,3147.825,1028.2,1480.675,1327.7,14663
2018,7,7,16,2282.875,651.65,954.6,902.175,16597
2018,7,7,17,1378.042857,139.0714286,520.2,586.2,16816
2018,7,7,18,429.95,174.975,128.7375,191.825,12778
2018,7,7,19,28.5,7.25,39.5,27.675,6633
2018,7,7,20,0,0,0,0,2678
2018,7,7,21,0,0,0,0,1530
2018,7,7,22,0,0,0,0,76
2018,7,7,23,0,0,0,0,0
2018,7,8,0,0,0,0,0,0
2018,7,8,1,0,0,0,0,0
2018,7,8,2,0,0,0,0,0
2018,7,8,3,0,0,0,0,0
2018,7,8,4,0,0,0,0,0
2018,7,8,5,97.6,30.175,69.875,32.6,0
2018,7,8,6,556.525,86.55,215.9,178.15,2
2018,7,8,7,482.9,135.2,407.875,222.075,136
2018,7,8,8,638.25,319.075,902.2,528.075,1266
2018,7,8,9,1594.725,396.75,1229.525,1265.1,2732
2018,7,8,10,3378.175,318.9,775.175,1697.075,5710
2018,7,8,11,930.2,303.1,699.075,1184.325,9898
2018,7,8,12,1951.325,349.4,722.225,642.325,9487
2018,7,8,13,1762.675,292.025,1373.05,800.15,8368
2018,7,8,14,1086.075,188.375,381.3,524.85,8238
2018,7,8,15,550.375,237.5,887.125,977.4,10883
2018,7,8,16,271.725,124.925,365.925,308.35,8980
2018,7,8,17,179.6571429,27.25714286,229.1285714,162.8142857,5917
2018,7,8,18,45,0.425,84.025,112.175,7396
2018,7,8,19,23.825,2.327272727,12,51.025,2859
2018,7,8,20,0,0,0,0,759
2018,7,8,21,0,0,0,0,74
2018,7,8,22,0,0,0,0,67
2018,7,8,23,0,0,0,0,0
2018,7,9,0,0,0,0,0,0
2018,7,9,1,0,0,0,0,0
2018,7,9,2,0,0,0,0,0
2018,7,9,3,0,0,0,0,0
2018,7,9,4,0,0,0,0,0
2018,7,9,5,99.45,20.7,40.7,55.2,0
2018,7,9,6,686.85,148.825,190.4,318.15,2
2018,7,9,7,1132.65,166.025,577.1,532.975,100
2018,7,9,8,1263,288.375,458,707.1,1037
2018,7,9,9,1832.85,601.2,898.425,1076.325,3874
2018,7,9,10,2991.65,452.15,1297.05,1255.025,6971
2018,7,9,11,3840.325,1304.3,1461.2,1055.075,7721
2018,7,9,12,1365.275,1463.675,1734.075,300.3,12433
2018,7,9,13,1529.321429,346.75,1485.45,664.875,13417
2018,7,9,14,2177.25,516.225,170.15,592.3,14975
2018,7,9,15,1145.425,527.8,434.05,590.25,16328
2018,7,9,16,1197.2,356.4,1288.45,346.85,4350
2018,7,9,17,496.8142857,200.3285714,438.3428571,234.3714286,6342
2018,7,9,18,158.35,33.95,142.575,89.675,11535
2018,7,9,19,17.25,7.875,18.475,3.5,6741
2018,7,9,20,0,0,0,0,1576
2018,7,9,21,0,0,0,0,379
2018,7,9,22,0,0,0,0,137
2018,7,9,23,0,0,0,0,0
2018,7,10,0,0,0,0,0,0
2018,7,10,1,0,0,0,0,0
2018,7,10,2,0,0,0,0,0
2018,7,10,3,0,0,0,0,0
2018,7,10,4,0,0,0,0,0
2018,7,10,5,136.35,11.575,32.85,36.3,0
2018,7,10,6,311.5,67.025,88.8,187.475,2
2018,7,10,7,1097.275,248.1,161.75,481.375,53
2018,7,10,8,1492.975,577.35,391.675,512.725,482
2018,7,10,9,1317.175,461.85,545.825,757,1425
2018,7,10,10,1732.325,643.725,721.325,1041.625,4504
2018,7,10,11,1492.275,901.5,1191.225,935.25,8701
2018,7,10,12,3379.625,740.025,754.375,1360.025,6107
2018,7,10,13,2990.35,726.325,955.85,1720.15,7124
2018,7,10,14,3080,840,992.825,1395.75,13571
2018,7,10,15,2057.5,532.4,602,1321.475,12611
2018,7,10,16,1666.9,491.775,868.475,912.55,13594
2018,7,10,17,1656.371429,370.2,710.4285714,673.8571429,10213
2018,7,10,18,409.2,87.175,202.875,176.525,12269
2018,7,10,19,58.45,13.9,24.825,24.95,10280
2018,7,10,20,0,0,0,0,5156
2018,7,10,21,0,0,0,0,1227
2018,7,10,22,0,0,0,0,142
2018,7,10,23,0,0,0,0,0
2018,7,11,0,0,0,0,0,0
2018,7,11,1,0,0,0,0,0
2018,7,11,2,0,0,0,0,0
2018,7,11,3,0,0,0,0,0
2018,7,11,4,0,0,0,0,0
2018,7,11,5,110.775,48.025,51.325,61.55,0
2018,7,11,6,428.975,107.05,139.3,160.8,3
2018,7,11,7,758.35,269.325,397.95,346.6,102
2018,7,11,8,970.45,370.425,497.6,498.225,814
2018,7,11,9,2330.975,496.95,711.6,920.8,2159
2018,7,11,10,1501.625,401.375,750.975,635.675,4013
2018,7,11,11,1247.975,278.275,310.1,469.55,6131
2018,7,11,12,968.2,155.025,228.5,589.275,7280
2018,7,11,13,731.325,126.4,178.25,518.275,7295
2018,7,11,14,979.525,144.675,198.525,524.45,4216
2018,7,11,15,717.975,85.2,106.85,391.975,2271
2018,7,11,16,255.175,48.725,70.5,278.35,1787
2018,7,11,17,191.7714286,53,55.45714286,88.85714286,1632
2018,7,11,18,43.375,24.975,30.075,51.7,1059
2018,7,11,19,32.275,0,1.175,25.05,565
2018,7,11,20,0,0,0,0,622
2018,7,11,21,0,0,0,0,254
2018,7,11,22,0,0,0,0,0
2018,7,11,23,0,0,0,0,0
2018,7,12,0,0,0,0,0,0
2018,7,12,1,0,0,0,0,0
2018,7,12,2,0,0,0,0,0
2018,7,12,3,0,0,0,0,0
2018,7,12,4,0,0,0,0,0
2018,7,12,5,21.825,8.825,7.35,19.575,0
2018,7,12,6,334.075,69.9,57.8,152.3,1
2018,7,12,7,721.625,129.325,122,325.225,27
2018,7,12,8,1088.4,375.025,289.875,642.325,285
2018,7,12,9,1268.85,465.725,613.95,447.875,1067
2018,7,12,10,949.9,297.05,533.25,401.15,3096
2018,7,12,11,1182.4,479.55,543.075,439.65,5606
2018,7,12,12,870.4428572,757.3428571,726.4142857,635.0142857,7122
2018,7,12,13,1654.38,926.76,950.96,620.4,6740
2018,7,12,14,1646.975,1098.525,1118.875,934.85,8839
2018,7,12,15,2286.825,1240.35,834.475,1375.35,13843
2018,7,12,16,1340.2,211.725,555.325,550.45,11931
2018,7,12,17,524.1857143,134.2714286,224.0571429,281.4142857,12824
2018,7,12,18,297.575,126.8,147.775,190.525,10445
2018,7,12,19,83.025,39.3,47.4,25.725,2755
2018,7,12,20,0,0,0,0,2487
2018,7,12,21,0,0,0,0,1575
2018,7,12,22,0,0,0,0,255
2018,7,12,23,0,0,0,0,0
2018,7,13,0,0,0,0,0,0
2018,7,13,1,0,0,0,0,0
2018,7,13,2,0,0,0,0,0
2018,7,13,3,0,0,0,0,0
2018,7,13,4,0,0,0,0,0
2018,7,13,5,124.9,53.075,49.35,54.075,0
2018,7,13,6,530.1,170.05,153.55,258.275,5
2018,7,13,7,1534.175,463.975,251.9,825.1,141
2018,7,13,8,2544.175,723.4,885.7,830.825,1217
2018,7,13,9,1444.775,588.4,815.175,1038.725,3038
2018,7,13,10,3005.525,1032.55,726.95,1470.575,6056
2018,7,13,11,2328.325,1350.7,1457.125,1099.15,10916
2018,7,13,12,3052.675,729.475,1196.075,1220.075,12076
2018,7,13,13,3010.425,851.3,1327.3,1888.2,12920
2018,7,13,14,2212.4,221.55,830.6,1442.75,12159
2018,7,13,15,655.5,206.425,540.325,635.425,14042
2018,7,13,16,1438.3,604.125,645.6,993.65,10730
2018,7,13,17,1387.514286,306.5,666.9142857,648.0142857,3769
2018,7,13,18,351.375,86.425,199.65,125.45,7308
2018,7,13,19,22.6,5.685714285,10.35,6.9,7587
2018,7,13,20,0,0,0,0,4558
2018,7,13,21,0,0,0,0,1091
2018,7,13,22,0,0,0,0,47
2018,7,13,23,0,0,0,0,0
2018,7,14,0,0,0,0,0,0
2018,7,14,1,0,0,0,0,0
2018,7,14,2,0,0,0,0,0
2018,7,14,3,0,0,0,0,0
2018,7,14,4,0,0,0,0,0
2018,7,14,5,121.8,43.925,40.825,44.175,0
2018,7,14,6,434.65,172.925,166,39.45,3
2018,7,14,7,266.7111111,221.9555556,331.3222222,113.0444444,100
2018,7,14,8,1642.466667,404.7333333,455.5666667,550.0333333,897
2018,7,14,9,3311.75,1159.925,776.85,1036.1,2447
2018,7,14,10,2914.9,438.45,1322.225,1001.7625,2852
2018,7,14,11,2887.75,943.5,1417.4,1709.825,5005
2018,7,14,12,2446.475,81.825,638.575,1073.4,13166
2018,7,14,13,2055.425,536.5,86.05,1099.025,9028
2018,7,14,14,2714.225,651.95,976.4,1020.975,9833
2018,7,14,15,1299.45,763.325,938.225,1141.1,2336
2018,7,14,16,1064.575,279.825,748.85,666.9,6454
2018,7,14,17,1166.085714,222.5714286,524.0857143,382.6428571,8293
2018,7,14,18,371.475,105.7,198.225,182.5,9591
2018,7,14,19,69.175,15.875,27.35,28.425,5565
2018,7,14,20,0,0,0,0,4677
2018,7,14,21,0,0,0,0,1330
2018,7,14,22,0,0,0,0,137
2018,7,14,23,0,0,0,0,0
2018,7,15,0,0,0,0,0,0
2018,7,15,1,0,0,0,0,0
2018,7,15,2,0,0,0,0,0
2018,7,15,3,0,0,0,0,0
2018,7,15,4,0,0,0,0,0
2018,7,15,5,129.75,46.575,55.4,61.125,0
2018,7,15,6,585.65,174.5,210.75,291.475,4
2018,7,15,7,1647.55,371.275,648,748.65,116
2018,7,15,8,2032.725,679.9,910.675,1223.95,1127
2018,7,15,9,3308.05,1008.8,1146.175,1625.925,3743
2018,7,15,10,3840.775,1405.35,1413.375,1253.625,7034
2018,7,15,11,3955.95,1484.5,1925.7,1979.1,11147
2018,7,15,12,3622.55,1505.25,1487.25,1634.9,14761
2018,7,15,13,2873.325,1045.15,1363.3,1941.375,13671
2018,7,15,14,3409.2,1019.675,1426.25,1224.625,14511
2018,7,15,15,3106.35,911.325,1425.075,1474.3,14085
2018,7,15,16,2193.125,668.15,1079.7,864.625,14554
2018,7,15,17,811.4428572,286.6857143,432.0428571,498.0714286,15470
2018,7,15,18,528.2,129.8,182.225,206.95,13197
2018,7,15,19,37.975,8.975,22.05,17.2,9130
2018,7,15,20,0,0,0,0,4195
2018,7,15,21,0,0,0,0,1476
2018,7,15,22,0,0,0,0,78
2018,7,15,23,0,0,0,0,0
2018,7,16,0,0,0,0,0,0
2018,7,16,1,0,0,0,0,0
2018,7,16,2,0,0,0,0,0
2018,7,16,3,0,0,0,0,0
2018,7,16,4,0,0,0,0,0
2018,7,16,5,27.4,40.975,46.7,40.85,0
2018,7,16,6,123.525,234.525,173.7,176.425,3
2018,7,16,7,444.3,286.325,339.675,372.225,105
2018,7,16,8,789.475,317.175,351.9,583.725,1083
2018,7,16,9,767.725,674.25,948.05,810.775,4045
2018,7,16,10,2432.25,527.15,633.2,1090.425,5620
2018,7,16,11,1685.325,1249.5,1160.8,1107.025,6244
2018,7,16,12,1798.85,567.95,1011.4,747.875,5900
2018,7,16,13,2513.8,982.85,1388.925,828.55,6235
2018,7,16,14,1790,646.425,1204.325,679.975,10757
2018,7,16,15,1052.875,586.325,688.05,489.85,8600
2018,7,16,16,917.3,299.425,433.575,393.15,13103
2018,7,16,17,833.7571429,209.2,230.9428571,284.6714286,7133
2018,7,16,18,329.975,145.9285714,104.975,124.575,6483
2018,7,16,19,28.825,11.075,15.05,14.675,2780
2018,7,16,20,0,0,0,0,1980
2018,7,16,21,0,0,0,0,1329
2018,7,16,22,0,0,0,0,109
2018,7,16,23,0,0,0,0,0
2018,7,17,0,0,0,0,0,0
2018,7,17,1,0,0,0,0,0
2018,7,17,2,0,0,0,0,0
2018,7,17,3,0,0,0,0,0
2018,7,17,4,0,0,0,0,0
2018,7,17,5,28.35,13.6,19.05,3.45,0
2018,7,17,6,296.925,129.8857143,160.575,23.7,0
2018,7,17,7,443.775,237.375,363.3125,94.4,37
2018,7,17,8,308.25,371.65,736.725,160.8,638
2018,7,17,9,463.7,668.825,1183.775,84,2890
2018,7,17,10,1221.05,627.525,763.95,313.475,4751
2018,7,17,11,1535.275,672.7428571,1078.725,334.325,6906
2018,7,17,12,1506.175,489.225,748.025,544.75,8700
2018,7,17,13,1515.025,697.625,650.3,305.55,9731
2018,7,17,14,766.85,591.7142857,1352.75,183.775,9701
2018,7,17,15,218.675,71.075,449.375,169.9,6314
2018,7,17,16,368.225,93.8,24.325,79.825,10402
2018,7,17,17,153.5714286,39.9,40.78571429,84.37142857,7444
2018,7,17,18,145.15,20.88571429,6.875,20.925,543
2018,7,17,19,0,0,0,0,861
2018,7,17,20,0,0,0,0,395
2018,7,17,21,0,0,0,0,133
2018,7,17,22,0,0,0,0,0
2018,7,17,23,0,0,0,0,0
2018,7,18,0,0,0,0,0,0
2018,7,18,1,0,0,0,0,0
2018,7,18,2,0,0,0,0,0
2018,7,18,3,0,0,0,0,0
2018,7,18,4,0,0,0,0,0
2018,7,18,5,15.975,2.05,19.025,19.375,0
2018,7,18,6,205.825,83.425,54.775,146.775,0
2018,7,18,7,308.2,136.4,158.275,496.525,13
2018,7,18,8,660.35,315.8714286,333.725,1115.075,275
2018,7,18,9,1427.775,320.575,445.75,1426.3,1785
2018,7,18,10,1512.125,210.675,362.8,1685.675,2628
2018,7,18,11,1842.675,370.1,386.25,1675.225,2497
2018,7,18,12,1565.975,591.05,396.575,1237.45,3042
2018,7,18,13,3008.775,168.8,412.5,1381.75,2765
2018,7,18,14,1794.5,206.625,222.275,1027.425,4712
2018,7,18,15,2159.9,237.15,178.8,1481.75,4717
2018,7,18,16,1544.35,238.425,186.55,1116,2004
2018,7,18,17,1215.214286,195.2,273.8714286,582.7571429,2207
2018,7,18,18,409.775,99.06,265.3,174.075,2531
2018,7,18,19,43.025,9.825,32.25,22,3971
2018,7,18,20,0,0,0,0,3127
2018,7,18,21,0,0,0,0,1211
2018,7,18,22,0,0,0,0,84
2018,7,18,23,0,0,0,0,0
2018,7,19,0,0,0,0,0,0
2018,7,19,1,0,0,0,0,0
2018,7,19,2,0,0,0,0,0
2018,7,19,3,0,0,0,0,0
2018,7,19,4,0,0,0,0,0
2018,7,19,5,154,46.05,43.4,45.625,0
2018,7,19,6,600.525,190.55,210.8,123.2,2
2018,7,19,7,1332.3,406.3,590.4,573.325,117
2018,7,19,8,2094.8,785.875,1033.05,1030.6,1156
2018,7,19,9,2988.575,1062.45,1395.875,1408.225,3832
2018,7,19,10,3534.733333,1224.033333,1577.375,1672.75,8009
2018,7,19,11,3802.225,1314.433333,1774.575,1809,12347
2018,7,19,12,3898.3,1299.775,1577.95,1784.675,15511
2018,7,19,13,3798.025,1222.2,1360.4,1590.925,17178
2018,7,19,14,3273.55,1050.025,1596.175,1317.95,17946
2018,7,19,15,2463.95,516.725,1287.675,1295.125,17852
2018,7,19,16,1796.625,479.175,838.9,742.925,16635
2018,7,19,17,1006.942857,303.7,483.4571429,442.5571429,13902
2018,7,19,18,337.375,94.35,161.925,176.6,11655
2018,7,19,19,40.85,7.6,18.15,23.2,7356
2018,7,19,20,0,0,0,0,3550
2018,7,19,21,0,0,0,0,924
2018,7,19,22,0,0,0,0,36
2018,7,19,23,0,0,0,0,0
2018,7,20,0,0,0,0,0,0
2018,7,20,1,0,0,0,0,0
2018,7,20,2,0,0,0,0,0
2018,7,20,3,0,0,0,0,0
2018,7,20,4,0,0,0,0,0
2018,7,20,5,109.075,41,43.925,47.45,0
2018,7,20,6,478.125,170.875,209.35,221.4,1
2018,7,20,7,1162.65,357.65,447.475,592.425,95
2018,7,20,8,2054.625,633.2,805.8,962.85,978
2018,7,20,9,2717.275,953.875,1173.325,1328.45,2957
2018,7,20,10,3293.75,1142.725,1434.8,1385.075,5732
2018,7,20,11,3646.45,1039.8,1576.7,1772.075,9830
2018,7,20,12,3738.475,1135.125,1470.225,1821.05,13722
2018,7,20,13,3203.825,1213.525,1647.225,1513.7,15949
2018,7,20,14,3195.6,906.475,1217.7,1423.975,16166
2018,7,20,15,2549.175,666.5555556,1177.55,1295.575,16326
2018,7,20,16,1708.625,363.6333333,707.725,710.45,15826
2018,7,20,17,719.8,227.0285714,391.9142857,344.9285714,11335
2018,7,20,18,111.9,98.95714286,22.775,15.625,9820
2018,7,20,19,6.975,0,2.85,0,6513
2018,7,20,20,0,0,0,0,2129
2018,7,20,21,0,0,0,0,924
2018,7,20,22,0,0,0,0,46
2018,7,20,23,0,0,0,0,0
2018,7,21,0,0,0,0,0,0
2018,7,21,1,0,0,0,0,0
2018,7,21,2,0,0,0,0,0
2018,7,21,3,0,0,0,0,0
2018,7,21,4,0,0,0,0,0
2018,7,21,5,85.75,12.15,10.35,24.925,0
2018,7,21,6,224.4,64.05,66.25,68.875,0
2018,7,21,7,611.025,171.875,271.475,133.325,14
2018,7,21,8,1030.275,185.925,197.525,272.325,159
2018,7,21,9,984.3,157.9,345.45,413.225,678
2018,7,21,10,1523.3,232.85,328.325,774.8,1797
2018,7,21,11,1392.475,400.625,473.8,785.175,3196
2018,7,21,12,2840.775,779.75,1146.775,804.9,3475
2018,7,21,13,2207.5,992.7,1700.275,1230.15,3441
2018,7,21,14,3332.55,605.575,1527.95,1588.3,7993
2018,7,21,15,2417.925,655.475,1053.75,1407.925,10437
2018,7,21,16,2553.05,522.625,785.25,1180.275,10285
2018,7,21,17,1417.014286,384.3714286,769.1,649.4142857,9039
2018,7,21,18,388.95,83.525,194.1,165.3,12505
2018,7,21,19,43.6,9.2,17.85,19.625,8982
2018,7,21,20,0,0,0,0,4911
2018,7,21,21,0,0,0,0,1162
2018,7,21,22,0,0,0,0,86
2018,7,21,23,0,0,0,0,0
2018,7,22,0,0,0,0,0,0
2018,7,22,1,0,0,0,0,0
2018,7,22,2,0,0,0,0,0
2018,7,22,3,0,0,0,0,0
2018,7,22,4,0,0,0,0,0
2018,7,22,5,133.425,45.425,51.25,53.35,0
2018,7,22,6,631,178.8,202.525,321.525,3
2018,7,22,7,1434.7,464.3,440.425,533.45,105
2018,7,22,8,2140.575,782.875,829.425,847.45,1106
2018,7,22,9,3039.325,1153.225,1293.825,1478.725,3868
2018,7,22,10,3454.5,1099.55,1471.725,1712.6,8134
2018,7,22,11,3915.4,937.2,1687.9,1365.45,11870
2018,7,22,12,3003.95,1243.35,1537.4,1374.825,15531
2018,7,22,13,3680.7,881.1,1375.475,1489.725,17104
2018,7,22,14,3310.1,854.4,1465.875,1480.3,16084
2018,7,22,15,1728.275,740.75,992.925,927.8,15235
2018,7,22,16,1017.225,598.25,716.575,884.725,15188
2018,7,22,17,1061.071429,291.4571429,483.9285714,353.5285714,11345
2018,7,22,18,326.65,131.6,170.775,170.4,11295
2018,7,22,19,54.275,11.15,18.8,27.05,6103
2018,7,22,20,0,0,0,0,3821
2018,7,22,21,0,0,0,0,1492
2018,7,22,22,0,0,0,0,94
2018,7,22,23,0,0,0,0,0
2018,7,23,0,0,0,0,0,0
2018,7,23,1,0,0,0,0,0
2018,7,23,2,0,0,0,0,0
2018,7,23,3,0,0,0,0,0
2018,7,23,4,0,0,0,0,0
2018,7,23,5,117.775,48.4,53.925,51.2,0
2018,7,23,6,560.825,159.6,186,279.3,3
2018,7,23,7,1584.775,473.075,595.8,770.225,110
2018,7,23,8,2649.35,851.225,1086.45,1291.9,1110
2018,7,23,9,3523.875,1192.15,1509.225,1565.925,3781
2018,7,23,10,3979.2,1491.675,1112.875,1521.875,8781
2018,7,23,11,3747.525,1603.475,1622.7,1616.95,13425
2018,7,23,12,3987.45,1650.1,1822.75,1977.8,15930
2018,7,23,13,3984.325,1386.375,1989.425,1617.9,16902
2018,7,23,14,3333.125,1417.475,1159.35,1939.175,16407
2018,7,23,15,3409.725,787.925,1415.4,1613.575,17115
2018,7,23,16,2454.525,748.975,1175.875,1155.325,17954
2018,7,23,17,1401.328572,339.8,675.0428571,634.9428571,17606
2018,7,23,18,371.95,76.4,181.2,158.475,15104
2018,7,23,19,42.475,8.3,17.65,20.275,10197
2018,7,23,20,0,0,0,0,4834
2018,7,23,21,0,0,0,0,1087
2018,7,23,22,0,0,0,0,83
2018,7,23,23,0,0,0,0,0
2018,7,24,0,0,0,0,0,0
2018,7,24,1,0,0,0,0,0
2018,7,24,2,0,0,0,0,0
2018,7,24,3,0,0,0,0,0
2018,7,24,4,0,0,0,0,0
2018,7,24,5,96.4,30.9,39.875,47.2,0
2018,7,24,6,559.375,146.35,177.4,285.35,2
2018,7,24,7,1626.075,479.6,642.85,793.525,79
2018,7,24,8,2514.1,806.6142857,1147.325,1227.45,857
2018,7,24,9,3089.325,1042.15,1622.25,1492.275,3759
2018,7,24,10,3525.725,1399.35,1801.875,1230.5,8886
2018,7,24,11,2561.05,987.725,1646.175,1748.975,12866
2018,7,24,12,3681.2,1275.325,1384.775,1858.8,15670
2018,7,24,13,3105.625,847.875,1711.075,1188.9,16661
2018,7,24,14,1841.775,696.325,1094.525,803.5,13901
2018,7,24,15,1673.05,568.625,815,633.2,16555
2018,7,24,16,898.725,354.05,482.575,349.575,13181
2018,7,24,17,423.02,161.6,286.7285714,207.6,10775
2018,7,24,18,0,44.5,76.725,83.125,7411
2018,7,24,19,23.25,5.05,5.85,8.35,4402
2018,7,24,20,0,0,0,0,1827
2018,7,24,21,0,0,0,0,528
2018,7,24,22,0,0,0,0,40
2018,7,24,23,0,0,0,0,0
2018,7,25,0,0,0,0,0,0
2018,7,25,1,0,0,0,0,0
2018,7,25,2,0,0,0,0,0
2018,7,25,3,0,0,0,0,0
2018,7,25,4,0,0,0,0,0
2018,7,25,5,6.625,9.95,12.525,52.375,0
2018,7,25,6,136.175,32.625,47.125,188.775,0
2018,7,25,7,928.6,82.4,77.725,677.15,10
2018,7,25,8,2224.2,183.95,122.725,1119.875,92
2018,7,25,9,2008.225,652.3,616.225,1769.275,310
2018,7,25,10,3983.05,1141.35,1290.1,1213.55,1080
2018,7,25,11,3360.45,1327.3,1460.325,1844.6,3911
2018,7,25,12,3980.625,1566.075,1545.375,1964.225,10190
2018,7,25,13,3935,1288,1568.525,1643.175,14194
2018,7,25,14,3575.65,1028.8,1287.8,1616.375,16312
2018,7,25,15,2751.725,829.25,1460.775,1281.3,14173
2018,7,25,16,1794.025,646.9,952.25,915.875,15128
2018,7,25,17,1005.914286,322.8714286,640.4571429,543.0857143,15539
2018,7,25,18,385.675,94.825,180.35,177.525,13232
2018,7,25,19,42.225,9.15,17.025,21.475,8458
